Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT459876,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459877,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459878,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459879,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459880,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459881,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Greece: Athens,Homo sapiens,,3/14/2020
MT459882,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,Greece: Athens,Homo sapiens,,3/15/2020
MT459883,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/16/2020
MT459884,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/16/2020
MT459885,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/17/2020
MT459886,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/17/2020
MT459887,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/18/2020
MT459888,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/18/2020
MT459889,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/12/2020
MT459890,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459891,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/17/2020
MT459892,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/18/2020
MT459893,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/18/2020
MT459894,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/19/2020
MT459895,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/22/2020
MT459896,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/29/2020
MT459897,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/5/2020
MT459898,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/7/2020
MT459899,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/7/2020
MT459900,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/8/2020
MT459901,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/9/2020
MT459902,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459903,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/23/2020
MT459904,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/28/2020
MT459905,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/23/2020
MT459906,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/18/2020
MT459907,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459908,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459909,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459910,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459911,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/14/2020
MT459912,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459913,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459914,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/9/2020
MT459915,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459916,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459917,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459918,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459919,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/10/2020
MT459920,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459921,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459922,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/11/2020
MT459923,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/27/2020
MT459924,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,4/1/2020
MT459925,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Greece: Athens,Homo sapiens,,3/31/2020
MT459928,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29761,Iran,Homo sapiens,oronasopharynx,3/26/2020
MT459979,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Serbia: Novi Pazar,Homo sapiens,,4/4/2020
MT459985,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Guam,Homo sapiens,oronasopharynx,3/26/2020
MT459986,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,Guam,Homo sapiens,oronasopharynx,3/24/2020
MT459987,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,Guam,Homo sapiens,oronasopharynx,3/20/2020
MT459988,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: SC,Homo sapiens,oronasopharynx,3/27/2020
MT459989,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: SC,Homo sapiens,oronasopharynx,3/27/2020
MT459990,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: SC,Homo sapiens,oronasopharynx,3/26/2020
MT460089,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,5/1/2020
MT460090,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: CA,Homo sapiens,,5/1/2020
MT460091,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,5/1/2020
MT460092,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: CA,Homo sapiens,,5/1/2020
MT460113,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,Homo sapiens,,4/27/2020
MT460114,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: CA,Homo sapiens,,4/27/2020
MT460115,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,4/27/2020
MT460116,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,Homo sapiens,,4/29/2020
MT460117,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,Homo sapiens,,4/26/2020
MT460118,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens,,4/26/2020
MT460119,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,4/28/2020
MT460120,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: CA,Homo sapiens,,4/28/2020
MT460121,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: CA,Homo sapiens,,4/27/2020
MT460122,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,Homo sapiens,,4/27/2020
MT460123,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,4/27/2020
MT460124,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,Homo sapiens,,4/28/2020
MT460125,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,4/30/2020
MT460126,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: CA,Homo sapiens,,4/30/2020
MT460127,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CA,Homo sapiens,,4/30/2020
MT460128,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,Homo sapiens,,4/30/2020
MT460129,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,4/30/2020
MT460130,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,Homo sapiens,,4/30/2020
MT460131,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,4/30/2020
MT460132,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: CA,Homo sapiens,,4/30/2020
MT460133,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,4/30/2020
MT460134,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: CA,Homo sapiens,,4/30/2020
MT460135,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,4/30/2020
MT460136,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CA,Homo sapiens,,4/30/2020
MT460137,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,Homo sapiens,,4/30/2020
MT460138,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,Homo sapiens,,4/30/2020
MT460139,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,,4/30/2020
MT460140,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,Homo sapiens,,4/29/2020
MT461603,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29912,USA,Homo sapiens,,3/29/2020
MT461604,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,USA: WA,Homo sapiens,,3/29/2020
MT461605,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,3/28/2020
MT461606,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: WA,Homo sapiens,,3/28/2020
MT461607,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29921,USA: WA,Homo sapiens,,3/29/2020
MT461608,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,3/29/2020
MT461609,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29921,USA: WA,Homo sapiens,,3/29/2020
MT461610,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens,,3/29/2020
MT461611,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,3/29/2020
MT461612,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29912,USA: WA,Homo sapiens,,3/28/2020
MT461613,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: WA,Homo sapiens,,4/1/2020
MT461614,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,4/1/2020
MT461615,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,4/1/2020
MT461616,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens,,4/1/2020
MT461617,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29909,USA: WA,Homo sapiens,,4/1/2020
MT461618,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29917,USA,Homo sapiens,,4/1/2020
MT461619,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,Homo sapiens,,4/1/2020
MT461620,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: WA,Homo sapiens,,3/31/2020
MT461621,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens,,3/31/2020
MT461622,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29905,USA: WA,Homo sapiens,,3/31/2020
MT461623,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29919,USA: WA,Homo sapiens,,3/31/2020
MT461624,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CT,Homo sapiens,,3/30/2020
MT461625,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29906,USA: ID,Homo sapiens,,3/30/2020
MT461626,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: WA,Homo sapiens,,3/31/2020
MT461627,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29915,USA: WA,Homo sapiens,,3/31/2020
MT461628,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29920,USA: ID,Homo sapiens,,3/30/2020
MT461629,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29913,USA: WA,Homo sapiens,,3/31/2020
MT461630,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens,,3/31/2020
MT461631,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: ID,Homo sapiens,,4/2/2020
MT461632,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: ID,Homo sapiens,,4/2/2020
MT461633,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29638,USA: ID,Homo sapiens,,4/2/2020
MT461634,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: ID,Homo sapiens,,4/3/2020
MT461635,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: ID,Homo sapiens,,4/2/2020
MT461636,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA: ID,Homo sapiens,,4/2/2020
MT461637,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: ID,Homo sapiens,,4/2/2020
MT461638,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: ID,Homo sapiens,,4/2/2020
MT461639,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: WA,Homo sapiens,,4/5/2020
MT461640,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29919,USA: WA,Homo sapiens,,4/3/2020
MT461641,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: WA,Homo sapiens,,4/3/2020
MT461642,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29749,USA: WA,Homo sapiens,,4/4/2020
MT461643,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens,,4/5/2020
MT461644,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: WA,Homo sapiens,,4/5/2020
MT461645,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens,,4/4/2020
MT461646,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29919,USA: WA,Homo sapiens,,4/3/2020
MT461647,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,USA: WA,Homo sapiens,,4/3/2020
MT461648,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29920,USA: WA,Homo sapiens,,4/3/2020
MT461649,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,Homo sapiens,,4/5/2020
MT461650,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29915,USA: WA,Homo sapiens,,4/4/2020
MT461651,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: WA,Homo sapiens,,4/4/2020
MT461652,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,4/4/2020
MT461653,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA: WA,Homo sapiens,,4/5/2020
MT461654,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens,,4/5/2020
MT461655,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29714,USA: WA,Homo sapiens,,4/5/2020
MT461656,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: WA,Homo sapiens,,4/4/2020
